order_item_id,order_id,product_id,quantity,unit_price_sold,is_returned
1,1,3,2,56.85,False
2,2,71,1,285.73,False
3,3,10,1,396.85,False
4,4,44,2,35.43,False
5,4,83,4,163.07,False
6,5,66,1,208.38,False
7,6,67,4,219.06,False
8,6,41,1,201.31,True
9,7,13,1,375.63,False
10,8,23,1,227.89,False
11,8,105,1,45.78,False
12,8,56,1,185.8,False
13,9,119,4,162.24,False
14,9,71,4,352.56,False
15,9,60,1,143.04,True
16,10,120,1,104.27,False
17,10,56,1,147.82,False
18,11,89,1,229.18,False
19,12,87,7,371.32,True
20,13,20,2,324.97,False
21,14,38,1,146.05,False
22,15,50,2,163.87,False
23,16,8,1,555.69,False
24,17,119,2,187.54,False
25,17,46,1,118.63,True
26,18,31,3,154.09,False
27,19,85,1,253.21,False
28,20,24,1,356.1,True
29,20,55,1,75.5,False
30,21,74,1,240.48,False
31,21,101,4,113.28,False
32,22,54,1,188.01,False
33,22,56,2,192.86,False
34,22,17,1,416.0,True
35,23,49,1,159.46,True
36,24,42,2,26.94,False
37,25,102,5,27.56,True
38,26,85,1,212.34,False
39,27,9,1,74.55,False
40,28,24,2,269.97,True
41,29,53,1,174.55,False
42,29,86,3,273.95,False
43,29,14,1,312.06,False
44,29,21,2,529.29,False
45,30,99,2,89.85,False
46,31,82,1,211.89,False
47,31,76,2,333.21,False
48,31,120,2,134.67,False
49,32,73,1,118.09,False
50,33,18,1,281.73,True
51,34,18,1,302.45,False
52,35,60,2,165.34,False
53,36,38,1,117.44,False
54,37,54,3,199.31,False
55,37,73,1,126.67,False
56,38,4,2,103.18,False
57,39,18,4,252.85,False
58,40,105,3,50.37,False
59,40,4,3,103.18,False
60,41,47,1,31.94,True
61,41,64,2,291.17,False
62,41,33,1,54.64,False
63,42,85,1,253.21,False
64,43,89,1,214.56,False
65,43,29,1,438.17,False
66,44,89,1,177.33,False
67,45,77,1,376.1,False
68,45,57,1,102.72,False
69,46,82,1,226.91,False
70,47,59,2,93.09,False
71,47,26,4,158.89,False
72,48,54,1,187.79,False
73,48,74,1,278.42,False
74,49,23,4,236.39,False
75,49,98,1,193.52,False
76,50,34,1,37.84,True
77,51,44,3,49.44,False
78,52,68,2,251.83,False
79,53,75,1,180.57,False
80,54,40,1,178.73,True
81,54,30,2,371.09,False
82,55,52,1,174.91,False
83,56,86,3,332.54,True
84,57,45,1,39.86,False
85,57,31,2,131.47,False
86,58,52,2,158.5,False
87,58,36,1,172.94,False
88,59,87,2,356.72,True
89,59,54,1,180.22,False
90,59,72,1,191.38,True
91,60,50,2,148.68,False
92,60,83,1,206.44,False
93,61,14,2,378.81,True
94,61,17,1,441.0,False
95,61,17,1,441.0,False
96,62,52,2,174.91,True
97,63,36,2,190.84,True
98,64,55,1,55.89,False
99,65,43,5,211.53,True
100,66,29,4,334.72,False
101,66,20,1,243.32,False
102,67,31,3,164.03,False
103,67,70,2,173.03,False
104,68,38,3,146.05,False
105,69,5,2,193.7,False
106,69,44,1,49.44,False
107,69,70,1,173.03,False
108,69,84,2,138.29,True
109,70,20,1,336.09,True
110,70,12,1,209.49,False
111,71,21,1,470.63,False
112,71,3,1,51.43,False
113,71,20,1,263.58,True
114,72,72,1,211.66,False
115,72,73,1,126.67,False
116,72,54,1,199.31,True
117,72,35,1,154.3,False
118,73,99,1,96.49,False
119,73,72,1,192.93,False
120,74,11,4,434.92,True
121,75,70,1,173.03,False
122,76,103,3,173.35,False
123,76,78,3,374.27,False
124,76,68,3,230.07,True
125,77,63,1,351.9,True
126,78,40,1,214.77,False
127,78,68,2,251.83,False
128,79,107,3,166.76,False
129,80,76,1,356.83,False
130,80,102,1,38.67,False
131,81,45,1,49.73,False
132,82,40,2,214.77,False
133,82,49,1,171.39,False
134,83,59,1,93.29,False
135,83,112,2,44.68,False
136,84,8,2,345.64,True
137,85,82,1,226.91,False
138,85,23,1,250.76,False
139,85,101,1,139.2,False
140,86,53,1,211.88,True
141,87,66,1,208.38,False
142,87,4,2,103.18,True
143,87,13,1,375.63,False
144,88,18,1,285.03,False
145,88,80,1,307.32,False
146,89,70,1,160.05,False
147,89,66,1,192.75,False
148,89,49,4,158.54,False
149,89,67,2,202.63,False
150,90,91,5,76.25,False
151,91,41,1,164.25,False
152,91,61,4,282.11,False
153,92,81,5,187.96,False
154,93,21,3,642.5,False
155,94,63,1,281.98,True
156,94,120,1,115.56,True
157,94,60,2,132.49,False
158,94,64,1,233.31,False
159,95,32,3,137.21,False
160,96,4,1,93.19,False
161,96,8,1,501.9,True
162,96,107,1,150.62,False
163,97,27,1,174.74,False
164,98,27,1,266.65,False
165,99,11,3,458.1,False
166,99,60,4,165.34,True
167,99,35,1,154.3,False
168,100,56,1,193.92,False
169,100,18,1,286.87,True
170,100,6,2,244.1,False
171,101,98,2,205.28,False
172,102,16,2,132.35,False
173,103,50,1,133.1,True
174,104,75,5,171.2,False
175,104,113,1,252.3,False
176,104,66,2,197.57,False
177,105,87,2,372.19,False
178,106,54,1,183.41,False
179,107,102,1,35.97,False
180,107,38,1,135.86,False
181,107,62,2,137.35,False
182,107,54,1,185.4,True
183,108,13,2,327.06,False
184,108,22,1,457.53,False
185,108,44,1,43.05,False
186,109,100,1,47.9,False
187,110,31,1,164.03,True
188,111,33,2,45.56,False
189,112,46,2,82.35,True
190,113,49,2,139.77,True
191,114,80,4,326.1,False
192,115,27,2,195.72,False
193,116,92,3,258.26,False
194,116,89,2,218.76,False
195,117,7,1,67.82,False
196,118,61,2,345.76,False
197,119,56,3,204.45,False
198,119,46,1,118.63,True
199,119,2,1,590.91,False
200,120,26,1,122.61,False
201,121,85,1,236.12,False
202,121,15,1,349.24,False
203,121,26,2,162.75,False
204,121,29,1,461.59,False
205,122,45,1,43.42,True
206,123,30,1,367.26,False
207,124,17,1,441.0,True
208,124,80,1,326.1,False
209,125,99,2,82.04,False
210,125,6,2,199.45,False
211,126,66,1,208.38,False
212,126,57,2,102.72,False
213,127,73,1,96.1,False
214,128,77,1,376.1,True
215,128,81,1,187.96,False
216,128,40,1,214.77,False
217,128,61,5,345.76,False
218,129,7,2,57.01,False
219,130,55,1,71.19,False
220,131,76,2,325.29,False
221,131,102,1,35.25,True
222,131,82,1,206.85,False
223,132,16,1,186.49,False
224,133,3,1,60.51,True
225,133,55,1,70.31,False
226,134,15,1,374.52,False
227,135,31,3,111.88,False
228,135,28,3,141.34,False
229,135,89,1,165.33,True
230,136,50,1,149.58,True
231,136,17,1,402.54,False
232,137,80,2,326.1,False
233,138,41,2,183.33,False
234,138,52,2,159.29,False
235,138,2,1,538.14,False
236,139,63,2,351.9,False
237,139,29,1,495.0,False
238,140,47,4,31.94,True
239,140,80,2,326.1,False
240,140,51,2,188.33,True
241,140,80,5,326.1,False
242,141,44,1,45.26,False
243,142,15,2,374.52,True
244,142,33,4,54.64,False
245,142,79,1,82.66,True
246,143,1,7,404.73,False
247,144,49,1,171.39,False
248,145,90,1,252.64,False
249,145,22,2,461.1,False
250,146,3,5,70.21,False
251,146,52,1,174.91,False
252,147,5,3,158.83,False
253,147,109,1,88.75,False
254,148,47,1,31.94,False
255,148,17,1,441.0,False
256,149,114,1,96.28,False
257,150,59,4,79.61,False
258,150,73,2,98.63,False
259,151,6,1,166.74,False
260,152,19,1,570.49,False
261,153,79,2,75.02,True
262,153,83,3,206.51,False
263,154,38,1,138.24,False
264,155,68,2,182.32,False
265,156,12,1,147.96,True
266,157,71,1,344.94,True
267,158,44,1,42.01,False
268,158,71,1,346.33,False
269,158,94,2,170.69,False
270,159,18,1,302.45,False
271,160,51,2,171.44,False
272,161,48,1,198.31,True
273,162,22,2,480.75,False
274,163,76,1,313.55,False
275,163,2,1,519.23,False
276,164,19,2,630.44,False
277,165,77,1,245.41,False
278,165,78,2,267.3,False
279,166,27,1,266.65,False
280,167,83,1,210.19,False
281,167,57,3,94.89,True
282,168,3,1,65.47,False
283,168,87,4,367.89,False
284,169,44,3,42.97,True
285,170,23,1,250.76,True
286,171,94,1,122.97,False
287,171,51,1,115.3,False
288,171,17,3,269.98,False
289,172,62,2,134.67,False
290,173,40,2,214.77,False
291,174,44,1,49.44,True
292,175,33,1,54.64,False
293,176,119,1,174.13,False
294,177,29,1,448.27,False
295,178,63,1,317.52,False
296,179,39,1,127.14,False
297,179,24,1,270.93,False
298,180,22,3,525.47,False
299,181,6,1,234.34,False
300,182,99,1,100.33,False
301,182,102,4,36.65,False
302,183,42,3,22.86,True
303,183,47,3,27.11,True
304,184,31,2,132.5,False
305,184,39,2,145.89,False
306,184,83,1,183.8,True
307,185,33,2,33.09,False
308,185,84,1,83.75,False
309,185,57,3,62.21,False
310,186,82,1,226.91,False
311,187,7,1,62.56,False
312,188,2,3,504.87,False
313,188,53,1,181.03,False
314,188,37,1,174.51,False
315,189,37,3,204.25,False
316,189,89,4,242.39,False
317,190,59,4,65.52,False
318,191,54,1,182.87,False
319,192,18,1,302.45,False
320,193,104,1,115.86,False
321,194,86,2,303.58,False
322,194,120,1,131.66,False
323,194,83,1,207.71,False
324,195,86,3,332.54,False
325,195,48,3,217.54,False
326,196,66,1,208.38,False
327,197,79,3,82.66,False
328,198,22,2,487.32,True
329,199,2,2,540.45,False
330,200,59,1,102.25,True
331,200,41,1,201.31,True
332,200,21,1,642.5,False
333,200,96,1,28.07,False
334,201,69,1,389.99,False
335,201,89,1,242.39,True
336,202,50,1,143.09,True
337,202,16,4,162.84,False
338,203,82,1,226.91,False
339,204,64,1,263.83,False
340,204,58,3,109.48,False
341,205,12,3,224.29,False
342,206,48,1,199.2,False
343,207,59,1,63.0,False
344,208,38,1,90.95,False
345,209,22,1,492.42,False
346,209,84,1,129.59,True
347,210,23,1,250.76,False
348,210,111,1,174.02,False
349,211,39,1,170.59,False
350,212,41,2,161.75,False
351,212,36,2,153.34,False
352,212,84,1,111.12,False
353,212,101,1,111.85,True
354,213,101,1,126.12,False
355,213,23,1,227.19,True
356,213,90,1,260.85,True
357,213,35,1,139.8,True
358,214,74,4,203.78,False
359,215,107,3,166.76,False
360,215,55,1,81.59,False
361,216,51,2,157.56,False
362,216,106,5,160.08,False
363,217,62,1,140.19,False
364,218,106,2,191.34,False
365,218,47,2,31.94,False
366,219,95,1,164.0,False
367,220,105,1,50.37,False
368,221,41,2,201.31,False
369,222,43,1,173.64,False
370,222,16,1,153.09,False
371,223,37,1,164.18,False
372,224,42,3,25.1,False
373,225,101,3,139.2,False
374,226,17,1,441.0,False
375,226,63,2,351.9,False
376,227,56,1,204.45,True
377,228,27,1,251.48,False
378,228,7,1,63.96,False
379,229,118,1,36.33,False
380,229,39,2,168.93,False
381,229,22,2,491.52,False
382,230,56,1,190.4,False
383,231,96,4,28.07,False
384,232,54,2,149.56,False
385,233,8,1,448.72,False
386,233,72,1,170.92,True
387,234,8,1,526.46,False
388,234,40,1,203.47,False
389,234,38,2,138.37,False
390,234,28,1,196.32,False
391,235,43,1,196.26,False
392,236,120,1,144.22,False
393,236,100,1,53.29,False
394,237,39,1,163.41,False
395,237,111,1,157.45,False
396,238,11,1,426.95,False
397,239,45,1,49.73,False
398,240,114,1,110.32,False
399,241,12,3,182.55,False
400,242,7,1,67.82,False
401,242,87,6,394.52,False
402,243,25,4,403.78,False
403,244,65,2,70.56,False
404,244,43,1,211.53,False
405,244,48,2,217.54,False
406,244,60,2,165.34,False
407,245,55,1,81.59,False
408,245,46,1,118.63,True
409,245,111,1,174.02,False
410,246,73,2,118.77,False
411,246,43,1,198.33,False
412,246,13,1,352.19,False
413,247,81,3,187.96,False
414,248,84,3,138.29,False
415,248,66,2,208.38,False
416,248,68,1,251.83,False
417,249,91,5,61.94,False
418,249,119,1,152.34,False
419,249,8,5,451.39,False
420,249,42,3,21.88,True
421,250,4,4,86.67,True
422,251,85,1,239.64,False
423,252,58,1,105.18,False
424,253,100,1,45.91,False
425,253,83,3,196.02,False
426,254,31,2,154.14,False
427,254,75,5,169.68,False
428,255,33,1,35.19,True
429,256,68,1,251.83,False
430,257,25,1,280.67,False
431,258,29,1,427.73,False
432,258,38,1,126.2,True
433,259,52,1,154.01,True
434,260,54,1,199.31,False
435,260,40,1,214.77,False
436,261,118,2,38.84,False
437,262,101,3,114.98,False
438,263,20,3,359.84,False
439,263,9,1,115.93,False
440,264,39,2,164.24,False
441,264,48,2,197.83,False
442,265,37,2,204.25,False
443,266,9,1,103.05,False
444,267,47,2,23.8,True
445,268,102,2,38.67,False
446,269,61,3,318.62,False
447,270,71,1,407.54,False
448,271,58,3,114.1,True
449,271,96,1,26.51,True
450,271,53,3,200.08,False
451,271,41,4,190.1,True
452,272,109,1,97.77,False
453,273,50,3,117.18,False
454,273,52,1,125.08,True
455,273,14,1,270.89,False
456,274,72,5,191.0,False
457,274,62,1,133.25,False
458,274,89,2,218.73,False
459,275,80,2,326.1,False
460,275,17,2,441.0,True
461,275,93,1,124.84,True
462,276,101,2,139.2,False
463,277,47,2,30.08,False
464,278,53,1,211.88,False
465,279,116,1,151.86,False
466,279,83,1,214.81,False
467,279,119,2,177.06,False
468,279,49,1,161.81,False
469,280,82,2,193.94,False
470,281,36,1,136.72,True
471,282,31,3,120.2,False
472,283,7,1,61.57,False
473,283,16,2,169.31,False
474,283,80,1,296.07,False
475,284,55,2,77.05,True
476,285,57,1,94.21,False
477,286,120,1,109.1,False
478,287,29,2,455.45,False
479,287,49,1,157.7,False
480,288,4,1,93.8,False
481,288,60,1,150.31,False
482,288,41,3,183.01,False
483,288,36,1,173.49,True
484,289,105,5,44.94,False
485,290,87,1,394.52,False
486,290,58,1,120.83,False
487,291,41,1,149.98,False
488,291,91,4,56.81,False
489,292,65,1,70.56,False
490,292,84,1,138.29,False
491,293,35,5,154.3,False
492,293,87,4,394.52,False
493,294,13,3,274.92,False
494,295,27,1,266.65,False
495,296,2,4,590.91,False
496,297,11,1,301.02,False
497,297,70,2,113.7,False
498,297,87,1,259.24,True
499,298,21,1,600.61,True
500,298,120,1,134.82,False
501,299,113,2,266.11,False
502,300,83,5,227.53,False
503,300,25,1,403.78,True
504,301,34,1,37.04,True
505,302,18,1,271.72,False
506,303,106,3,175.55,False
507,303,18,1,277.5,False
508,303,40,2,197.05,False
509,304,44,2,46.05,False
510,305,24,2,349.52,False
511,306,100,1,49.43,False
512,306,60,3,153.35,False
513,307,38,2,97.23,False
514,308,26,1,132.73,True
515,308,20,3,273.66,False
516,309,43,1,211.53,True
517,309,108,1,125.71,False
518,310,103,2,189.74,False
519,311,118,2,38.84,False
520,311,23,2,250.76,False
521,311,13,1,375.63,False
522,312,5,1,193.7,False
523,313,22,1,476.6,False
524,314,45,1,35.16,False
525,315,38,1,130.86,False
526,316,57,1,94.71,True
527,316,12,4,206.8,False
528,316,4,1,95.13,False
529,317,66,3,208.38,False
530,317,34,1,40.68,False
531,317,63,1,351.9,False
532,318,92,3,286.16,False
533,319,71,1,407.54,False
534,320,45,1,40.85,False
535,320,18,2,248.46,False
536,320,46,3,97.45,False
537,320,31,2,134.75,False
538,321,93,1,124.84,False
539,321,61,1,345.76,False
540,321,93,2,124.84,False
541,321,27,3,266.65,False
542,322,51,1,188.33,False
543,322,2,1,590.91,False
544,322,40,1,214.77,True
545,323,102,1,33.07,False
546,324,30,3,407.7,True
547,325,49,2,145.42,False
548,326,97,2,154.01,False
549,327,62,1,136.44,False
550,327,10,1,411.46,False
551,327,24,1,355.6,False
552,328,14,5,347.71,False
553,328,84,6,126.94,False
554,329,38,2,137.36,False
555,330,63,1,351.9,False
556,331,67,1,219.06,False
557,332,39,1,180.6,False
558,333,108,2,79.45,False
559,333,113,1,168.18,True
560,333,58,1,76.36,False
561,334,67,1,219.06,False
562,334,38,1,146.05,False
563,335,2,1,544.23,False
564,335,31,1,151.07,False
565,335,82,3,208.98,False
566,336,101,1,128.79,False
567,337,27,1,266.65,False
568,338,48,1,140.14,True
569,339,8,1,509.85,False
570,340,95,1,113.37,False
571,341,82,1,226.91,False
572,341,91,2,76.25,False
573,342,61,3,313.54,False
574,342,104,2,119.88,False
575,343,11,1,284.25,True
576,343,55,2,50.63,True
577,343,110,4,69.16,False
578,343,57,3,63.74,False
579,344,24,3,310.23,False
580,344,16,2,150.33,False
581,344,80,3,262.87,False
582,345,42,1,24.55,False
583,345,109,1,98.62,False
584,345,86,1,303.01,False
585,346,41,2,172.56,False
586,347,11,4,424.8,True
587,348,14,1,323.12,True
588,349,67,2,190.34,False
589,350,79,3,66.65,False
590,351,43,1,193.21,False
591,352,82,2,226.91,False
592,353,103,2,189.74,False
593,353,78,1,409.66,False
594,353,42,1,26.94,False
595,354,34,1,37.35,False
596,354,67,2,201.12,False
597,355,37,4,187.64,True
598,356,47,1,19.2,False
599,356,49,1,103.04,True
600,357,76,2,356.83,False
601,358,45,4,38.31,False
602,359,83,2,206.94,False
603,360,37,1,204.25,False
604,360,40,3,214.77,False
605,361,5,3,165.11,False
606,361,28,6,176.63,True
607,362,39,2,133.1,False
608,362,35,1,113.72,False
609,363,96,1,26.38,False
610,364,102,2,36.18,False
